relative_time,BrightnessEV
0,-0.7882339570595895
66,-0.7960819897448361
133,-0.8150653414107696
200,-0.8077889933539623
266,-0.8246628119183584
332,-0.8513952177289119
400,-0.8992911406574523
466,-0.9259256921493219
533,-0.9428371868612417
600,-0.950001960990986
666,1.909824484474909
732,3.9316459905753627
800,4.523201352330023
866,5.2223997805884705
932,5.223145433543408
1000,5.225045939144527
1066,5.220783394995318
1132,5.219437366732609
1200,5.220997880720226
1266,5.2221601224599254
1332,3.2441721943049795
1400,-1.602848283719516
1466,-1.2578635699849572
1532,-1.2005912741580858
1600,-1.1238917743849197
1666,-1.135691499364991
1732,-1.1494332338841227
1800,-1.154030945622551
1866,-1.1540195685743408
1932,-1.159828405246501
2000,-1.1597793214652292
2066,1.7790900077835106
2133,2.7819496619227513
2200,4.416327436482659
2266,4.905816002635044
2333,-1.3865796012512215
2400,-1.2743500823343337
2466,-1.1748682812603932
2532,-1.173520043119783
2600,-1.1742451780153753
2666,-1.1667478191862917
2733,-1.1672745466443097
2800,-1.1729738943018413
2866,-1.1792807679126736
2932,-1.168990460085604
3000,-1.1695793667203798
3066,1.7480023299994134
3132,3.771983565543644
3200,4.39782412250672
3266,5.229640586830089
3332,5.225639756566791
3400,5.224121167532933
3466,5.220783394995318
3532,5.219437366732609
3600,5.220997880720226
3666,5.2221601224599254
3732,3.1960779061039344
3800,-1.6095274393571428
3866,-1.3282528978763553
3932,-1.2463949637712106
4000,1.9721432608710505
4066,2.984442525821494
4132,3.990644233529639
4200,5.183053208504041
4266,-1.3933687669138604
4332,-1.2838461250186768
4400,-1.1803907895423271
4466,1.9350663756785096
4532,2.912172239331332
4600,3.918962875563528
4666,5.161669306960152
4732,-1.4378313009749177
4799,-1.2784364180043382
4866,-1.183903121747249
4932,-1.179135210222908
5000,-1.1796298098520261
5066,-1.183264716872599
5132,-1.1874425701117912
5200,-1.1818547115765
5266,-1.1873865520392874
5332,-1.1826343743457164
5400,-1.1803057733134381
5467,1.7480023299994134
5532,3.771983565543644
5600,4.39782412250672
5666,5.229640586830089
5732,5.221670854363845
5800,5.225045939144527
5866,5.225715690537549
5932,5.219437366732609
6000,5.220997880720226
6066,5.2221601224599254
6132,3.146324870906835
6200,-1.6293813541657762
6266,-1.3479583072239139
6332,-1.2617701896581266
6400,1.965626276143261
6466,2.977869871898008
6532,3.9840111411971915
6600,3.1975050807383263
6666,-1.3025153364627469
6732,-1.219374101162501
6800,-1.1858195235281215
6866,1.9510698125542927
6933,2.9263395712579254
7000,3.9348342682064104
7066,5.167136124492429
7132,-1.417992553882683
7200,-1.2549774451803493
7266,-1.1972632564403312
7332,-1.1852647639107983
7400,-1.1901690840554098
7466,-1.1872328913030668
7532,-1.1928753266027399
7600,-1.187180873237443
7666,-1.1926939439379645
7732,-1.1878427814160974
7800,-1.1882920092076426
7866,1.750800963352087
7932,3.7748319278526745
7999,4.400915913617756
8066,5.226662249275783
8132,5.225639756566791
8200,5.224121167532933
8266,5.225715690537549
8332,5.219437366732609
8400,5.220997880720226
8466,5.2221601224599254
8532,3.1207897787996974
8600,-1.6359390701879388
8666,-1.3493555906657195
8732,-1.264316871768473
8800,1.9631899765928975
8866,2.974594739865147
8932,3.9807059964735196
9000,3.1546862132119653
9066,-1.3040331641050005
9132,-1.257427446934209
9200,-1.1941578407952573
9266,1.9200257973257238
9332,2.8981426794272735
9400,3.9063902901922596
9466,5.155850832393972
9532,5.222946152509747
9600,5.228789201989988
9666,5.222796733382021
9732,5.218540388488204
9800,5.222288024934229
9866,5.222521892826969
9932,5.215879547319419
10000,-1.1998767884241688
10066,-1.3521461041873473
10132,-1.3521461041873473
10200,-1.22005457159243
10266,1.9607577843210489
10333,3.9788179766276164
10400,4.564482532022259
10466,5.222998302197652
10532,5.224629703413524
10600,5.225045939144527
10666,5.220783394995318
10732,5.219174125231853
10800,5.224996892074509
10866,5.2221601224599254
10932,3.068322358905562
11000,-1.6586591466880223
11066,-1.3038886778714402
11132,-1.204815860019811
11199,-1.1924916416392162
11266,-1.1887232788745479
11332,-1.1889094691104505
11400,-1.1833046564632586
11466,-1.18953608564909
11532,-1.184050864435835
11600,-1.1845262396316334
11666,-1.1849944191070672
11732,-1.1861470076807064
11800,-1.1865960155424633
11866,-1.1924748249537138
11932,-1.1892445509934777
12000,-1.1956318500893242
12066,-1.1917774066937044
12132,-1.1917774066937044
12200,-1.1917774066937044
12266,-1.1917774066937044
12332,-1.1917774066937044
12400,-1.1917774066937044
12466,-1.1917774066937044
12532,-1.1917774066937044
12600,-1.1917774066937044
12666,1.6539758057217846
12732,3.677080544068796
12800,4.315757654041859
12866,-0.5166401418155946
12932,-1.3590988648291142
13000,-1.210673041537249
13066,-1.2005912741580858
13132,1.9208135096253305
13199,3.941232039404561
13266,4.533561046833429
13332,5.227169833392667
13400,5.22612376061088
13466,5.225045939144527
13532,5.220783394995318
13600,5.219437366732609
13666,5.220997880720226
13732,5.2221601224599254
13800,3.0413553113052925
13866,-1.668287847885799
13932,-1.3243334466684378
14000,-1.196936566590225
14066,-1.1935935480332658
14132,-1.1887232788745479
14200,-1.1912534095787495
14266,-1.1864193032138952
14332,-1.1810100423246848
14400,-1.1815054330271875
14466,-1.1826864758202884
14532,-1.1831618433879516
14600,1.7134699240399844
14666,3.7326859402684764
14732,4.367772887334972
14800,5.229749162185993
14866,5.225740795835695
14932,5.2262158993636705
15000,5.225156050885515
15066,5.219437366732609
15132,5.220997880720226
15200,5.2221601224599254
15266,-0.6865651432579066
15332,-1.3222172509052952
15400,-1.247052552809452
15466,-1.183930876824557
15532,1.9028040567971367
15600,3.9095231796772225
15666,4.512376047222226
15732,5.229282346119507
15800,-1.4215394396050214
15866,-1.315679795661195
15932,-1.1904015081421926
16000,-1.1841688425232284
16066,-1.187344723793405
16132,-1.1890032998828741
16200,-1.1825798661737672
16266,-1.1859517483000515
16332,-1.181216492127521
16400,-1.186631851838372
16466,1.7354752321232505
16532,2.750800963352087
16600,4.391678873409508
16666,4.887570959544419
16732,5.224882774369872
16799,5.2318298961896215
16866,5.222796733382021
16932,5.223647278921293
17000,5.227784012689081
17066,5.222328272806429
17132,5.221804381276526
17200,-0.6638450667578231
17266,-1.3920134873018495
17332,-1.2367352618239387
17400,-1.1857983728982198
17466,1.9129556740727611
17532,3.918962875563528
17600,4.519443998503629
17666,-0.6180171621906763
17732,-1.4356404197021073
17800,-1.2062213107309523
17866,-1.191737887685129
17932,1.8850166505917931
18000,3.8922339071815633
18066,4.4971225728356305
18132,3.0040375325376996
18200,-1.3610792289573552
18266,-1.247373782270286
18332,-1.1965031585268824
18400,-1.1847286070306102
18466,-1.1918625914904246
18532,-1.1784151042495103
18599,-1.178034718978388
18666,-1.18428144897104
18732,-1.1788962030587669
18799,-1.1849944191070672
18866,-1.175577765970519
18932,-1.176103641724821
19000,-1.1766217634198728
19066,-1.177132301334097
19132,-1.1783059739290411
19200,-1.174649319181028
19266,-1.171084627320645
19332,-1.178103922231225
19400,-1.178103922231225
19466,-1.168256136274878
19532,-1.178103922231225
19600,-1.178103922231225
19666,-1.178103922231225
19732,-1.178103922231225
19800,-1.178103922231225
19866,1.6376960680826358
19932,3.661197502462141
20000,4.304520056122268
20066,-0.5346178827446498
20132,-1.376825033725488
20200,-1.1933629987550642
20266,-1.1785466093090289
20332,1.8857854729072911
20400,3.8922339071815633
20466,4.4971225728356305
20532,2.978042324004755
20600,-1.3650318205828555
20666,-1.2520502694797593
20732,-1.1888074722182669
20799,1.9334757525395545
20866,2.905920030018993
20932,3.91266288720779
21000,5.162116291131904
21066,-1.4334462062891955
21132,-1.2774243554999163
21200,-1.1876955901655604
21266,-1.1868381190907555
21332,-1.181477487089872
21400,-1.1857236053954685
21466,-1.1859517483000515
21532,-1.181216492127521
21600,-1.1873330402074065
21666,-1.183379246561518
21732,1.720933600543689
21800,2.727183858491859
21866,4.367772887334972
21932,4.872760478176215
22000,-0.8696348244144176
22066,-1.445255508578829
22132,-1.2228850186278606
22200,-1.1886961946565344
22266,1.943045903990326
22332,3.949474015045472
22400,4.542527667520176
22466,-0.5972586020238787
22532,-1.4113185479593737
22599,-1.2265345414103674
22666,-1.1915820791418272
22732,1.9043612021624312
22799,3.91266288720779
22866,4.5125624928702335
22932,2.9263033540331342
23000,-1.3551299626261688
23066,-1.2436216474091784
23132,-1.193224304749873
23200,1.9422459621672867
23266,2.915308534133633
23332,3.922123216456856
23400,5.165051946354804
23466,-1.4246358275132966
23532,-1.2682837016434474
23600,-1.1948646631311284
23666,-1.1954110350524056
23732,-1.1903391541356758
23800,-1.1881762060497407
23866,-1.1876457681867285
23932,-1.1938255686134955
24000,-1.1882920092076426
24066,-1.1943262436283726
24132,-1.1954110350524056
24200,1.7223691387496214
24266,3.7465982471237305
24332,4.37966437593306
24400,-0.5988258971708394
24466,-1.427861245786446
24532,-1.210673041537249
24600,-1.193351640695547
24666,1.883480234002612
24732,3.8922339071815633
24800,4.496954378728853
24866,5.225016735344746
24932,5.22612376061088
25000,5.221418862103426
25066,5.221330166778436
25132,5.223540792227263
25200,5.220997880720226
25266,5.2221601224599254
25332,2.8369968127991063
25400,-1.5565046026935339
25466,-1.3051360366218827
25532,-1.1880069385580951
25600,-1.1874683180400267
25666,-1.1904725191451302
25732,-1.1890032998828741
25800,-1.1825798661737672
25866,-1.1837968635963774
25932,-1.18997536870891
26000,-1.1845262396316334
26066,1.741004999449156
26132,2.753605036228789
26199,4.394745137894931
26266,4.890719385472689
26332,-1.6405117999777625
26400,-1.368317394858493
26466,-1.2088552471977754
26532,-1.1936952071278992
26600,1.8896357421818835
26666,3.9063902901922596
26732,4.50756758294984
26800,5.226505261448933
26866,5.22612376061088
26932,5.225977144065729
27000,5.221330166778436
27066,5.223540792227263
27132,5.220997880720226
27200,5.2221601224599254
27266,-0.6865651432579066
27332,-1.404613524081483
27400,-1.2504753184502408
27466,-1.1965737415120132
27532,1.9153085341336331
27599,3.922123216456856
27666,4.519639035779295
27732,5.228446796906044
27799,5.22612376061088
27866,5.225045939144527
27932,5.225715690537549
28000,5.219437366732609
28066,5.220997880720226
28132,5.2221601224599254
28200,5.220325452350612
28266,-1.2994124619750829
28332,-1.5595259546687705
28400,-1.2463949637712108
28466,-1.2005912741580858
28532,-1.196354281271615
28600,-1.1991131028803206
28666,-1.1977245170481081
28732,-1.190685531184923
28800,-1.1967370774638992
28866,-1.1926406164557144
28932,-1.1930432686174635
29000,1.714152533487727
29066,3.7354576895185296
29132,4.367772887334972
29200,5.234784752083291
29266,5.227342564817955
29332,5.230717291598611
29400,5.225715690537549
29466,5.224712308773283
29532,5.226557406062127
29600,5.2221601224599254
29666,2.7728664753793906
29732,-1.5745385255237954
29799,-1.3233488398799123
29866,-1.202380108907899
29932,1.9664392911216038
30000,2.942245962167287
30066,3.949474015045472
30132,5.172486338704333
30200,-1.4356404197021073
30266,-1.2774243554999163
30332,-1.2001865343487574
30400,-1.2021679902067064
30465,-1.203237381355082
30532,-1.1954921195004184
30600,-1.198063713685217
30666,-1.1931115398729173
30732,-1.1984743331459846
30800,-1.198840642902275
30866,-1.1992013944350877
30932,-1.200246502967321
31000,-1.2005912741580858
31066,-1.1904385577971952
31132,-1.1908489723362123
31200,-1.1979294744345712
31266,-1.194021613256751
31332,-1.2009166818601282
31399,-1.2009166818601282
31466,-1.2009166818601282
31532,-1.2009166818601282
31599,-1.2009166818601282
31665,-1.2009166818601282
31732,-1.2009166818601282
31800,-1.2009166818601282
31866,1.6448365305553605
31932,3.669117165758379
32000,4.308732307409183
32066,2.7830956909666007
32132,-1.4099800338312982
32200,-1.2461955910730047
32266,-1.199774577254935
32332,1.9374556034520998
32400,2.912172239331332
32466,3.918962875563528
32532,5.166964067298581
32599,-1.5655497422965408
32666,-1.378781230690814
32732,-1.2332675297855984
32800,-1.2009959004518302
32866,-1.2106395524057374
32932,-1.2046808646944682
33000,-1.2031144141606642
33066,-1.1959655369280706
33132,-1.201296231436168
33199,-1.2016406341565053
33266,-1.202673586341893
33332,1.7258065838852172
33400,3.7493968804764037
33466,4.382690090182254
33532,5.231157935561555
33600,5.227342564817955
33666,5.230717291598611
33732,5.225715690537549
33800,5.224712308773283
33866,5.220997880720226
33932,5.2221601224599254
33999,-0.6865651432579066
34066,-1.3902044650699752
34132,-1.2750998788823464
34199,-1.2084576788213068
34266,1.8819454518994725
34332,3.9015516685756073
34400,4.503893866097938
34466,2.740948312021216
34532,-1.4020510100136614
34599,-1.286193031160814
34665,-1.2058425848787437
34732,-1.2045298380044238
34799,-1.2055016167780832
34866,-1.2089949919660168
34932,-1.2081474944142476
34999,-1.2030759260912602
35066,-1.2090281113067256
35132,-1.1985059521266639
35200,-1.199556713309959
35266,-1.1999067213381773
35332,-1.2002515367160616
35400,-1.2005912741580858
35466,-1.2076052006617903
35532,-1.203558765860953
35600,-1.2002657930420095
35666,-1.2002657930420095
35732,-1.2002657930420095
35800,-1.2002657930420095
35866,-1.2002657930420095
35932,-1.2002657930420095
36000,-1.2002657930420095
36066,-1.2002657930420095
36132,-1.2002657930420095
36200,1.645487419373479
36266,3.669117165758379
36332,4.308732307409183
36400,5.23165722438498
36466,5.228775231311945
36532,5.228622970661238
36599,5.225156050885515
36666,5.224712308773283
36732,5.226557406062127
36800,5.2221601224599254
36866,2.635362951629456
36932,-1.6273259398832307
37000,-1.310022873131688
37066,-1.211629545610534
37132,1.9696959404523078
37200,2.943846289609129
37266,3.95088220943828
37332,5.175078336580619
37400,5.230159642742322
37466,5.233063857090314
37532,5.227534652388684
37600,5.228736155594093
37666,5.227784012689081
37732,5.227997022893121
37800,5.227704982716209
37866,-1.3916612238302204
37932,-1.4774188320178758
37999,-1.224923433468386
38066,-1.1930924092425306
38132,1.9422459621672867
38200,3.9624421476737712
38266,4.551353800707936
38332,5.231993457123616
38400,5.231640765578446
38466,5.230521069210678
38532,5.22627938275017
38600,5.228815734267938
38666,5.226557406062127
38732,5.227942475053932
38800,-0.6865651432579066
38866,-1.3956247408542284
38932,-1.241903130182879
38999,-1.1965737415120132
39066,-1.1986345465546024
39132,-1.1935000153390851
39199,-1.198408128660697
39266,-1.1984417405482832
39332,-1.1935226904884526
39400,-1.1995411503406017
39466,-1.1954110350524056
39532,1.7223691387496214
39600,2.7244306228453996
39666,4.367772887334972
39732,4.873661874291904
39800,-1.347159251517589
39866,-1.2781100237944691
39932,-1.2009959004518302
39999,1.9208135096253305
40066,2.8934963145709087
40132,3.9001448473613616
40200,5.156308959479457
40266,-1.6175018219312622
40332,-1.4362667253515742
40400,-1.2312880713810024
40466,-1.198182097354052
40532,1.8811786726941309
40599,3.9015516685756073
40666,4.503893866097938
40732,5.230105612017546
40799,5.22612376061088
40866,5.225977144065729
40932,5.22627938275017
41000,5.228815734267938
41066,5.220997880720226
41132,5.2221601224599254
41200,-0.6865651432579066
41266,-1.3956247408542284
41332,-1.2384599422933993
41400,-1.1997886621535803
41466,1.9113892297919546
41532,3.9316459905753627
41600,4.528061097297268
41666,2.614717203367231
41732,-1.4325048065553754
41800,-1.2724765100813633
41866,-1.2130822183412824
41932,-1.2123748548387074
41999,-1.2013417007242326
42066,-1.2056724694917131
42132,-1.2088650746533085
42200,-1.2037850413873694
42266,-1.2090281113067256
42332,-1.1985059521266639
42400,1.729252238833088
42466,2.736861772394213
42532,4.382690090182254
42600,4.881315899259824
42666,-1.7161094188719217
42732,-1.4312486505849495
42799,-1.2270296389042794
42866,-1.2173788899110412
42932,1.8919508457130054
43000,3.9095231796772225
43066,4.510895600667595
43132,-1.4367362762233804
43199,-1.3937252079387468
43266,-1.2726742885700595
43332,-1.2190062956570866
43399,1.9279223416206166
43466,3.9476583085639936
43532,4.537396559417026
43600,5.226737731672122
43666,5.223603446513028
43732,5.221418862103426
43800,5.221330166778436
43865,5.223540792227263
43932,5.220997880720226
44000,5.2221601224599254
44065,2.483359858184406
44132,-1.5138737075242181
44200,-1.338445193610772
44266,-1.2114239954312516
44332,1.9542919133707592
44399,3.97224532270413
44466,4.559001898046189
44532,5.226302345045761
44599,-1.4347631347611867
44666,-1.3263620784171144
44732,-1.2194279161709412
44799,-1.213003410147164
44866,-1.2147200653918073
44932,-1.21527244627543
45000,-1.2078446581694067
45066,-1.2117318317632861
45132,-1.2059102983995742
45199,-1.2111296339520135
45266,-1.2113980291146687
45332,1.727183858491859
45400,3.7493968804764037
45466,4.382690090182254
45532,-1.5941188944933116
45600,-1.4020510100136614
45666,-1.2295514536077965
45732,-1.2206318677061287
45800,1.8880944011796221
45866,3.9063902901922596
45932,4.50756758294984
46000,-0.7930854669089481
46066,-1.4509071763554178
46132,-1.2366516896078157
46200,-1.2181928222547114
46266,-1.2149891594049047
46332,-1.2110618906589299
46399,-1.215061756966419
46466,-1.216021314727692
46532,-1.2101514431713818
46600,-1.2051329985849557
46666,-1.2061374416454642
46732,1.7223691387496214
46799,2.7313235888527827
46866,4.370758822711169
46932,4.875845928463608
47000,5.224512330141136
47066,5.22635476612347
47132,5.222059522322533
47200,5.219267447994896
47266,5.222206153638296
47332,5.220569336222529
47399,5.222187977748644
47466,-1.460051755227682
47532,-1.5494300769332636
47600,-1.2432276846925276
47665,-1.2174549778098869
47732,1.9534857132710486
47799,3.97224532270413
47866,4.559001898046189
47932,-1.4034929841875676
47999,-1.3634728804309246
48066,-1.2973978672053137
48132,-1.2130822183412824
48200,1.9113892297919546
48265,3.9316459905753627
48332,4.52657607911068
48399,5.225214796195525
48466,5.223603446513028
48532,5.225977144065729
48600,5.221330166778436
48666,5.223540792227263
48732,5.220997880720226
48799,5.2221601224599254
48866,2.400897697992433
48932,-1.560196507802334
48999,-1.3251790565870782
49066,-1.2129202592201225
49132,1.977869871898008
49200,2.943846289609129
49266,3.9527051363084844
49332,5.168628863034819
49399,-1.4378313009749177
49465,-1.2774243554999163
49532,-1.2083951951872312
49600,-1.220285703691435
49666,-1.206681816357822
49732,-1.210162646611875
49799,-1.209290969108471
49866,-1.2153072859871135
49932,-1.2094454509669879
49999,-1.2153235178382047
50066,-1.2054453355919463
50132,1.7230559728691826
50200,3.7465982471237305
50266,4.3782166136029455
50332,-1.5988258971708396
50400,-1.4058930763080555
50466,-1.2334559080637126
50532,-1.2119767507080879
50599,-1.2090982114034763
50666,-1.2054231827149042
50732,-1.204554229690239
50799,-1.2055944326457708
50866,-1.2108570900628717
50932,-1.2058304581300305
50999,-1.2068292158332037
51066,-1.2071263206825582
51132,-1.2074189965132078
51199,-1.207707341635109
51266,-1.2086623164161023
51332,-1.2045747880765838
51399,-1.210131419784439
51466,-1.2067615043347808
51532,-1.209351621800488
51599,-1.209351621800488
51666,-1.209351621800488
51732,-1.209351621800488
51800,-1.209351621800488
51866,-1.209351621800488
51932,-1.209351621800488
52000,1.6364015906150005
52066,2.6480939151879603
52132,4.300320067592983
52199,4.8207025745748515
52266,-1.5615366797899173
52332,-1.408528574084866
52399,-1.2239722581968195
52466,-1.2149343340464813
52532,1.8919508457130054
52600,3.9095231796772225
52666,4.510895600667595
52732,-1.4563206725417825
52800,-1.339546067407714
52866,-1.2933584427417972
52932,-1.2138843840783178
52999,1.9074805440066103
53066,3.925290495535539
53132,4.5215169446186705
53199,-0.7827804585172097
53266,-1.4378313009749177
53332,-1.2407484006300684
53399,-1.2121792484332976
53465,1.9090427477768934
53532,3.925290495535539
53600,4.523201352330023
53666,2.3923247820307827
53732,-1.4117644435094812
53800,-1.2897291815069034
53866,-1.2098690877460967
53932,-1.2084576788213068
53999,-1.2092674634501015
54066,-1.2126335690293646
54132,-1.212447631847873
54199,-1.2176732107593526
54266,-1.2125289502992416
54332,-1.2134803412984756
54400,1.7258065838852172
54466,2.728562449175726
54532,4.370758822711169
54599,4.875115899174345
54666,5.224512330141136
54732,5.230604239124829
54799,5.222059522322533
54866,5.224356324667695
54932,5.222206153638296
54999,5.220569336222529
55066,5.222187977748644
55132,-1.5162878783439653
55199,-1.4582645691406917
55266,-1.2574260008955034
55332,-1.2095296700193483
55399,1.9358623453764323
55466,3.9559435103750293
55532,4.544467415122696
55599,5.225214796195525
55666,5.222110698104257
55732,5.225045939144527
55799,5.225715690537549
55866,5.219437366732609
55932,5.220997880720226
55999,5.2221601224599254
56066,2.2676311671289686
56132,-1.4685880124094526
56199,-1.3025153364627469
56266,-1.2154579820220224
56332,1.977869871898008
56399,2.943846289609129
56466,3.949474015045472
56532,5.168628863034819
56600,5.2248009668972015
56665,5.228789201989988
56732,5.222796733382021
56799,5.223647278921293
56866,5.222370516502717
56932,5.222328272806429
56999,5.215879547319419
57066,-1.527300871066383
57132,-1.6205911058545026
57199,-1.240268860974369
57266,-1.2196776253954313
57332,-1.2165504528377455
57399,-1.2104753895162679
57466,-1.2116295456105342
57532,-1.2169877827195472
57599,-1.2117318317632861
57666,-1.21696548690857
57732,-1.2118294617808654
57799,1.7320147002628323
57866,3.7550104869399306
57932,4.385728264537497
58000,-0.9113245791382709
58066,-1.454074455434101
58132,-1.2279829266573303
58199,-1.2098690877460967
58266,1.884248237768893
58332,3.90326418920554
58399,4.5040703533500865
58465,2.315438989869221
58532,-1.3746211369431662
58599,-1.2850982833853373
58666,-1.2090646856952103
58732,1.9176652376920924
58799,2.8904070306476686
58866,3.898439056708271
58932,5.152973246916201
58999,5.2264489286726326
59066,5.228789201989988
59132,5.222796733382021
59199,5.218540388488204
59266,5.222288024934229
59332,5.222521892826969
59399,5.221804381276526
59466,-1.5436643172752702
59532,-1.4839359767428886
59599,-1.2356571520685562
59666,-1.2068665995845729
59732,-1.2081290902269406
59799,-1.2082004428568762
59866,-1.2116295456105342
59932,-1.2107358315636287
59999,-1.2055944326457708
60066,-1.2108570900628717
60132,-1.2058304581300305
60199,1.727183858491859
60266,3.7493968804764037
60332,4.382690090182254
60399,-0.9160469893806736
60466,-1.4600566134492268
60532,-1.2332675297855984
60599,-1.2184426216583772
60666,1.883480234002612
60732,3.9001448473613616
60799,4.5040703533500865
60866,5.229695497483069
60932,5.224629703413524
60999,5.225045939144527
61065,5.225715690537549
61132,5.219437366732609
61199,5.220997880720226
61266,5.2221601224599254
61332,5.214301664722842
61399,-1.9532798955796493
61466,-1.4362667253515742
61532,-1.238861291085803
61599,1.9287143784458294
61666,2.9043612021624314
61732,3.91266288720779
61799,5.158749440033505
61865,-1.5814912861655621
61932,-1.4301486161886205
61999,-1.2312880713810024
62066,-1.2160213147276917
62132,-1.2129484806780684
62199,-1.206906673890235
62266,-1.2068074327282527
62332,-1.2121792484332978
62399,-1.2070207254370662
62466,-1.212267349257171
62532,-1.2072243664905327
62599,1.7258065838852172
62666,3.7493968804764037
62732,4.382690090182254
62799,-0.9160469893806736
62866,-1.4560712654980477
62932,-1.2293058933166487
62999,-1.2127865711283907
63066,1.888864865839263
63132,3.9063902901922596
63199,4.50756758294984
63266,2.2292823461195064
63332,-1.3623591939927011
63399,-1.265389462491414
63466,-1.2119767507080879
63532,1.9247585354384456
63599,2.8981426794272735
63666,3.90326418920554
63732,5.153946284208612
63799,-1.4745760822490501
63866,-1.311442319478341
63932,-1.2119767507080879
63999,-1.2105012941720281
64066,-1.2104753895162679
64132,-1.2138271013147799
64199,-1.2129004156769518
64266,-1.2077333434021054
64332,-1.2129719622337605
64399,-1.2079208159565746
64466,-1.2089025503805466
64532,-1.2091838846741383
64599,-1.2094610280514264
64666,-1.2097340734704949
64732,-1.210673041537249
64799,-1.206562427942151
64866,-1.2025563528376861
64932,-1.209351621800488
64999,-1.209351621800488
65066,-1.209351621800488
65132,-1.209351621800488
65199,-1.209351621800488
65266,-1.209351621800488
